@relation du-lieu-ktdl-80

@attribute n1 numeric
@attribute n2 numeric
@attribute n3 numeric
@attribute n4 numeric
@attribute n5 numeric
@attribute n6 numeric
@attribute n7 numeric
@attribute n8 numeric
@attribute n9 numeric
@attribute n10 numeric
@attribute n11 numeric
@attribute n12 numeric
@attribute n13 numeric
@attribute n14 numeric
@attribute n15 numeric
@attribute n16 numeric
@attribute n17 numeric
@attribute n18 numeric
@attribute n19 numeric
@attribute n20 numeric
@attribute n21 numeric
@attribute n22 numeric
@attribute n23 numeric
@attribute n24 numeric
@attribute n25 numeric
@attribute n26 numeric
@attribute n27 numeric
@attribute n28 numeric
@attribute n29 numeric
@attribute n30 numeric
@attribute n31 numeric
@attribute n32 numeric
@attribute n33 numeric
@attribute n34 numeric
@attribute n35 numeric
@attribute n36 numeric
@attribute n37 numeric
@attribute n38 numeric
@attribute n39 numeric
@attribute n40 numeric
@attribute n41 numeric
@attribute n42 numeric
@attribute n43 numeric
@attribute n44 numeric
@attribute loaihinh {dinosaur,elephant,flower,horse}

@data
0.295064,0.704936,0.524635,0.701478,0.487827,0.412881,0.036915,0.052244,0.035596,0.040082,0.057448,0.510027,0.575796,0.036117,0.04679,0.754557,0.505411,0.476656,0.036232,0.043066,0,0.008332,0,0.734618,0.067097,0.189954,0,0.034372,0,0.588947,0.229573,0.147107,0,0,0,0.792353,0.000175,0.207472,0,0.010217,0,0.731893,0.068362,0.189529,horse
0.578013,0.421987,0.505322,0.488662,0.489601,0.510878,0.036229,0.043605,0.035661,0.044586,0.05458,0.463156,0.44377,0.034417,0.041077,0.705078,0.51986,0.518309,0.036746,0.044908,0,0.0145,0,0.485197,0.100762,0.399541,0,0.021559,0,0.244012,0.223351,0.511079,0,0,0,0.745664,0.00312,0.251215,0,0.012479,0,0.455289,0.130598,0.401634,horse
0.167369,0.832631,0.500396,0.659112,0.498344,0.465657,0.036052,0.050642,0.035978,0.042567,0.06561,0.491025,0.618012,0.035437,0.048475,0.460714,0.498087,0.683807,0.035968,0.051582,0,0.011813,0,0.63259,0.18684,0.168757,0,0.061326,0,0.115055,0.604388,0.219231,0,0,0,0.887127,0.000134,0.112738,0,0.010268,0,0.757851,0.101311,0.130569,horse
0.281403,0.718597,0.487765,0.598053,0.502965,0.458869,0.035594,0.04824,0.036144,0.042255,0.056909,0.527805,0.512497,0.036741,0.044143,0.754161,0.503971,0.489127,0.03618,0.043626,0,0.014608,0,0.554784,0.131136,0.299473,0,0.046633,0,0.149658,0.439902,0.363807,0,0,0,0.739966,0.005677,0.254357,0,0.013171,0,0.573244,0.128316,0.285269,horse
0.121897,0.878103,0.492769,0.436161,0.498768,0.507368,0.043788,0.033658,0.044054,0.036302,0.071169,0.573893,0.43432,0.046713,0.033328,0.424652,0.493151,0.534699,0.043805,0.037267,0,0.042185,0,0.616984,0.096371,0.24446,0,0.284653,0,0,0.512559,0.202787,0,0,0,0.824863,1160000000,0.175126,0,0.034721,0,0.72425,0.06253,0.1785,horse
0.161499,0.838501,0.56493,0.520626,0.485929,0.493686,0.038306,0.045009,0.035527,0.043829,0.090605,0.521028,0.526384,0.036504,0.044737,0.334757,0.472442,0.65767,0.03503,0.050586,0.000213,0.057889,0,0.581895,0.065242,0.294761,0,0.692303,0,0.000315,0.161754,0.145629,0.000267,0,0,0.759958,0.001884,0.237891,0.000224,0.111983,0,0.637082,0.027744,0.222967,horse
0.599701,0.400299,0.492955,0.543345,0.507276,0.43016,0.035783,0.04598,0.036299,0.040913,0.05365,0.459167,0.365988,0.034269,0.037304,0.644725,0.511845,0.586071,0.036462,0.047754,4730000000,0.070859,0,0.459821,0.416274,0.052999,0,0.11728,0,0.287246,0.56506,0.030414,0.000128,0,0,0.912234,0.001939,0.0857,5090000000,0.070445,0,0.536832,0.34018,0.052492,horse
0.180074,0.819926,0.593792,0.557396,0.4778,0.484999,0.039272,0.046571,0.035229,0.043442,0.067303,0.556699,0.525199,0.037733,0.044687,0.694041,0.507533,0.484224,0.036308,0.043406,0,0.012796,0,0.651619,0.05983,0.275756,0,0.207604,0,0.08564,0.292905,0.413852,0,0,0,0.788969,9970000000,0.210932,0,0.037528,0,0.66183,0.053029,0.247613,horse
0.084941,0.915059,0.591801,0.489695,0.490044,0.498811,0.039206,0.043651,0.035677,0.044056,0.054492,0.603115,0.505164,0.039274,0.043826,0.633128,0.497127,0.495459,0.035934,0.043907,0,0.004708,0,0.858995,0.034078,0.102219,0,0.169222,0,0.006946,0.470419,0.353413,0,0,0,0.922796,9100000000,0.077113,0,0.014673,0,0.843384,0.040873,0.101071,horse
0.107229,0.892771,0.557555,0.50892,0.491617,0.496729,0.038055,0.044499,0.035734,0.043964,0.071364,0.491923,0.448826,0.03547,0.04131,0.306478,0.522209,0.641964,0.036829,0.049979,0.001294,0.009924,0,0.497245,0.042452,0.449084,0,0.117351,0,0.127312,0.139171,0.616165,0.001527,0,0,0.879865,0.000684,0.117925,0.001363,0.012585,0,0.79916,0.015535,0.171357,horse
0.058431,0.941569,0.557529,0.494412,0.495036,0.498262,0.038054,0.043861,0.035858,0.044032,0.069798,0.552328,0.481871,0.037585,0.042804,0.298615,0.501949,0.668936,0.036108,0.051018,0,0.01131,0,0.650111,0.031272,0.307307,0,0.146936,0,0.000348,0.176706,0.67601,0,0,0,0.910229,7580000000,0.089695,0,0.008599,0,0.856978,0.010413,0.124009,horse
0.584096,0.415904,0.492732,0.528855,0.507052,0.454756,0.035775,0.045363,0.036291,0.042066,0.057271,0.515173,0.3794,0.036298,0.037981,0.536153,0.508193,0.630299,0.036331,0.049523,0,0.079365,0,0.242212,0.391929,0.286495,0,0.102893,0,0.068636,0.453874,0.374597,0,0,0,0.62283,0.000955,0.376215,0,0.060126,0,0.298982,0.265622,0.37527,horse
0.250173,0.749827,0.511916,0.377975,0.494274,0.538095,0.036464,0.03835,0.035831,0.045758,0.048052,0.484405,0.348028,0.035198,0.036377,0.487356,0.495534,0.543312,0.035876,0.045979,0,0.099564,0,0.653614,0.075643,0.171179,0,0.770626,0,0.000325,0.161062,0.067987,0,0,0,0.84352,0.000653,0.155828,0,0.193145,0,0.632186,0.040857,0.133812,horse
0.052195,0.947805,0.453476,0.609205,0.501178,0.491914,0.03432,0.048687,0.03608,0.04375,0.054394,0.459424,0.574821,0.034278,0.04675,0.714447,0.484464,0.510664,0.035473,0.044576,0,0.006678,0,0.890863,0.027309,0.07515,0,0.221399,0,0.157084,0.447086,0.17443,0,0,0,0.939695,5450000000,0.060251,0,0.011718,0,0.898274,0.023714,0.066294,horse
0.784088,0.215912,0.499813,0.476801,0.494603,0.575152,0.036031,0.043073,0.035843,0.047307,0.067547,0.467827,0.524946,0.03459,0.044676,0.556071,0.511026,0.600879,0.036433,0.048353,0,0.084187,0,0.181381,0.31432,0.420112,0,0.093463,0,0.091802,0.303844,0.510891,0,0,0,0.515675,0.000428,0.483897,0,0.073412,0,0.182735,0.238752,0.5051,horse
